archivo,fecha,hora,nombre,prueba
cuadriculas/G02_semana_1.xlsx,2026-09-11,09:00,Marcos F.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,09:00,Rubén L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,09:00,Jorge G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,09:00,Adrián M.,1
cuadriculas/G02_semana_1.xlsx,2026-09-07,17:00,Irene L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,17:00,Irene M.,1
cuadriculas/G02_semana_1.xlsx,2026-09-08,17:00,Irene L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,17:00,Adrián M.,1
cuadriculas/G02_semana_1.xlsx,2026-09-09,17:00,Cristina M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,17:00,Jorge L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,17:00,Raúl F.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,17:00,Pablo M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,17:00,Noelia M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,18:00,Martina L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,18:00,Bruno M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,18:00,Sofía L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,18:00,Víctor M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,18:00,Andrea L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,18:00,Sergio L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,18:00,Pablo M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,18:00,Claudia G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,18:00,Daniel F.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,18:00,Hugo G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,18:00,Jorge M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,18:00,Tomás M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,19:00,Bruno M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,19:00,Martina G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,19:00,Laura M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,19:00,Óscar G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,19:00,Adrián L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,19:00,Víctor G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,19:00,Pablo G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,19:00,Alba G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,19:00,Íker G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,19:00,Martina L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,19:00,Nerea L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,19:00,Javier L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,19:00,Javier F.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,19:00,Carla G.,1
cuadriculas/G02_semana_1.xlsx,2026-09-11,19:00,Diego L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,19:00,Inés M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,19:00,Nerea F.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,21:00,Rubén G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,21:00,Álvaro G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,21:00,Noelia L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-07,21:00,Sara G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,21:00,Laura M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,21:00,Alba L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-08,21:00,Cristina F.,1
cuadriculas/G02_semana_1.xlsx,2026-09-08,21:00,Íker L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,21:00,Paula M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,21:00,Marta L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-09,21:00,Noelia L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,21:00,Paula L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-10,21:00,Paula G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,21:00,Raquel G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-11,21:00,Gonzalo M.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,21:00,Nuria L.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,21:00,Víctor G.,0
cuadriculas/G02_semana_1.xlsx,2026-09-12,21:00,Óscar G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-01,11:00,Bruno F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-01,11:00,Inés M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-01,20:00,Cristina M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,09:30,Marta G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,09:30,Sergio M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,11:00,Carla F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,11:00,Tomás G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,11:00,Marta G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,18:00,Hugo M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,20:00,Íker L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,20:00,Noelia F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-02,20:00,Marta M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,11:00,Cristina M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,11:00,Mario M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,18:00,Sofía L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,18:00,Adrián L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,18:00,Íker F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,20:00,Daniel F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,20:00,Alba M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-03,20:00,Adrián G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-04,09:30,Lucía G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-04,11:00,Claudia G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-04,20:00,Andrea F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-04,20:00,Paula G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,09:30,Gonzalo L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,09:30,Lucía G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,09:30,Claudia F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,11:00,Carla G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,11:00,Claudia F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,11:00,Íker L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,18:00,Martina L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,18:00,Beatriz G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,18:00,Rubén L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-05,20:00,Raúl G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-06,11:00,Jorge G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-06,11:00,Paula L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-06,20:00,Jorge G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,09:30,Andrea G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,09:30,Mario M.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,09:30,Bruno F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,18:00,Andrea G.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,18:00,Marcos F.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,18:00,Beatriz L.,0
cuadriculas/G03_transpuesta_1.xlsx,2026-09-07,20:00,Gonzalo L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,18:30,Claudia F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,10:00,Pablo L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,19:30,Adrián M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,10:00,Elena L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,19:30,Rubén G.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,10:00,Sergio L.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,18:30,Nerea G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-01,19:30,Sergio L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,10:00,Carla F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,18:30,Rubén M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,10:00,Daniel F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,18:30,Raúl L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,20:30,Lucía G.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,18:30,Inés F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,18:30,Laura G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,10:00,Iván G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,18:30,Marta M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,20:30,Beatriz M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-02,10:00,Claudia G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,10:00,Álvaro M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,19:30,Sara G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,10:00,Alba L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,18:30,Víctor L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,10:00,Diego F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-03,18:30,Tomás G.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,10:00,Óscar M.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,20:30,Beatriz G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,18:30,Marta G.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,20:30,Sofía G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,10:00,Javier F.,1
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,20:30,Raúl F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,10:00,Sofía F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,10:00,Pablo L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-04,18:30,Carla G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,10:00,Gonzalo F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,20:30,Sara L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,10:00,Carla F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,18:30,Claudia G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,20:30,Sara G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,10:00,Irene L.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,20:30,Elena G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,10:00,Andrea F.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,18:30,Raquel G.,0
cuadriculas/G04_hoja_por_dia_1.xlsx,2026-09-05,20:30,Noelia F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,09:30,Lucía L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,12:00,Inés L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,18:30,Nuria G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,19:45,Daniel F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,09:30,Iván L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,18:30,Nuria G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-01,21:00,Hugo F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,12:00,Raquel M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,18:30,Noelia M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,21:00,Raúl G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,09:30,Noelia L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,12:00,Diego M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-02,21:00,Adrián G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,12:00,Adrián G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,18:30,Irene L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,18:30,Javier F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,21:00,Víctor F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,18:30,Paula M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,21:00,Alba G.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-03,09:30,Hugo L.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-03,18:30,Sofía F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,12:00,Óscar L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,18:30,Álvaro M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-03,19:45,Daniel M.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-03,21:00,Alba F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,09:30,Irene G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,12:00,Rubén L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,18:30,Tomás G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,21:00,Raquel L.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-05,09:30,Claudia L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,12:00,Hugo M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,18:30,Pablo L.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-05,21:00,Daniel M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,18:30,Mario M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-05,19:45,Lucía L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-06,18:30,Laura M.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-06,21:00,Marta F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-06,09:30,Nerea G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-06,19:45,Marta G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-07,18:30,Noelia F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-07,09:30,Rubén F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-07,12:00,Marcos F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-07,18:30,Sergio L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-07,21:00,Irene L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,09:30,Laura L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,12:00,Marcos M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,18:30,Martina G.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-08,21:00,Martina L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,18:30,Inés F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,09:30,Bruno F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,12:00,Lucía M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,18:30,Carla M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,19:45,Noelia G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,21:00,Martina G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,12:00,Irene G.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-08,18:30,Bruno L.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-08,19:45,Martina M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,21:00,Pablo L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,12:00,Bruno F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-08,18:30,Marta L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,09:30,Mario M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,12:00,Diego M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,21:00,Javier G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,09:30,Daniel G.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,19:45,Rubén L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,09:30,Alba M.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-09,12:00,Bruno M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-09,21:00,Carla M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-10,19:45,Sofía L.,1
cuadriculas/G01_bloques_2.xlsx,2026-10-10,21:00,Pablo F.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-10,09:30,Sergio L.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-10,12:00,Álvaro M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-10,19:45,Andrea M.,0
cuadriculas/G01_bloques_2.xlsx,2026-10-10,21:00,Sara M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-05,09:00,Bruno L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-05,09:00,Iván M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-05,09:00,Raúl G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-06,09:00,Sara G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-06,09:00,Sofía L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,09:00,Inés F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,09:00,Carla M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,09:00,Claudia F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,09:00,Lucía G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,09:00,Cristina G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-10,09:00,Daniel L.,1
cuadriculas/G02_semana_2.xlsx,2026-10-10,09:00,Paula L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-05,17:00,Alba F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-06,17:00,Sergio G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,17:00,Íker L.,1
cuadriculas/G02_semana_2.xlsx,2026-10-07,17:00,Marcos G.,1
cuadriculas/G02_semana_2.xlsx,2026-10-07,17:00,Alba L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,17:00,Cristina G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,17:00,Andrea M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,17:00,Tomás M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,17:00,Raúl L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,17:00,Gonzalo L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,17:00,Sergio G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,17:00,Alba G.,0
cuadriculas/G02_semana_2.xlsx,2026-10-10,17:00,Raquel L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-05,19:00,Víctor F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-06,19:00,Diego L.,1
cuadriculas/G02_semana_2.xlsx,2026-10-06,19:00,Inés L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,19:00,Beatriz L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,19:00,Jorge L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,19:00,Óscar F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-07,19:00,Daniel L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,19:00,Nuria L.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,19:00,Mario F.,0
cuadriculas/G02_semana_2.xlsx,2026-10-08,19:00,Jorge M.,0
cuadriculas/G02_semana_2.xlsx,2026-10-09,19:00,Jorge G.,0
